"id_perusahaan","nama_perusahaan","kategori_bidang","spesialisasi_bidang","kota_sumsel","deskripsi_singkat","prediksi_skill_dibutuhkan","sumber_data"
"PSM903","UD Transportasi Inovasi Corp","Transportasi","Transportasi Darat (Perkeretaapian)","Palembang; Indralaya","Labore ipsum harum assumenda amet fugiat voluptatum. Voluptates quae sequi velit consequuntur excepturi.","Sistem Kontrol Proses (DCS);Manajemen Risiko Perbankan;UKM;Jaringan Akses (Fiber Optik;Manajemen Layanan IT (ITSM);Sales & Marketing Perhotelan;Teknik Kimia;Housekeeping Management","Data Generasi Otomatis"
"PSM904","Firma Manufaktur Syariah","Manufaktur","Industri Pulp & Kertas","Kayu Agung","Firma Manufaktur Syariah adalah perusahaan yang bergerak di bidang Manufaktur, dengan fokus pada Industri Pulp & Kertas. Berlokasi di Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Ground Handling);Community Development Perkebunan;Pemasaran Produk Keuangan Syariah;Wealth Management;Keamanan Penerbangan (AVSEC);AutoCAD & Software Desain Teknik;UKM","Transkripsi Gambar & Riset"
"PSM905","Perum Logistik","Logistik & Transportasi","Layanan Kepelabuhanan","Lubuklinggau","Perum Logistik adalah perusahaan yang bergerak di bidang Logistik & Transportasi, dengan fokus pada Layanan Kepelabuhanan. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Geosains;Manajemen Dana Pihak Ketiga Syariah;Manajemen Proyek;Manajemen Proyek Pengeboran;Logistik Industri;Manajemen Hutan Tanaman Industri (Acacia","Riset Tambahan"
"PSM906","Firma Pendidikan Abadi Indralaya","Pendidikan","Pendidikan Tinggi & Penelitian","Indralaya;Lubuklinggau","Numquam occaecati sit a ipsum. Optio aperiam voluptatibus explicabo sunt.","Estimasi Biaya Proyek (Quantity Surveyor);Customer Relationship Management (CRM);K3 Migas;GIS untuk Perkebunan;Layanan Penumpang Kereta;Sistem Kontrol Proses (DCS)","Analisis Internal"
"PSM907","PT PLN Energi","Energi","Ketenagalistrikan Lokal","Baturaja (OKU)","Beroperasi di Baturaja (OKU), PT PLN Energi menawarkan keahlian dalam Ketenagalistrikan Lokal di sektor Energi. Mereka dikenal karena inovasi dan kualitas.","Layanan Penumpang Kereta;PLTA);Analisis Risiko Asuransi;Manajemen Risiko Kredit;Analisis Laporan Keuangan Lembaga Jasa Keuangan","Data Generasi Otomatis"
"PSM908","Firma Regulator Corp","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Palembang; Kayu Agung","Ullam reprehenderit laudantium aperiam velit mollitia voluptas. Sed et hic provident molestiae voluptas consequatur repellendus.","Hukum Asuransi;Analisis Ekonomi Migas;Operasional Perbankan Modern;Manajemen Lalu Lintas Proyek;Teknik Elektro (Arus Kuat);Pemasaran Digital Lokal;Pemasaran & Komersial Bandara;Scouting & Analisis Pemain (Dasar);Analisis Kelayakan Kredit Usaha","Data Generasi Otomatis"
"PSM909","CV Mandiri Material Tbk","Material Konstruksi","Semen","Kayu Agung","Beroperasi di Kayu Agung, CV Mandiri Material Tbk menawarkan keahlian dalam Semen di sektor Material Konstruksi. Mereka dikenal karena inovasi dan kualitas.","Manajemen Event & Banquet;Teknik Telekomunikasi;Teknik Sarana Kereta Api (Lokomotif;Quality Control Pakan & Produk Ternak;Media & Komunikasi Olahraga;Teknologi Informasi & Komunikasi (TIK);Analisis & Tata Kelola Data Pemerintah;Pengembangan & Pengelolaan Aplikasi Pemerintahan (e-Government);Perencanaan & Pengelolaan DAS;HSE Pelabuhan","Data Generasi Otomatis"
"PSM910","CV Konstruksi Corp","Konstruksi","Infrastruktur & Bangunan","Ogan Komering Ilir (OKI)","CV Konstruksi Corp adalah perusahaan yang bergerak di bidang Konstruksi, dengan fokus pada Infrastruktur & Bangunan. Berlokasi di Ogan Komering Ilir (OKI), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Pengembangan Perangkat Lunak;Drainase;Cloud Computing (AWS/Azure/GCP);Geosains;Komunikasi;Pemasaran Digital Lokal;K3 Migas;Operasional Alat Berat;Kesehatan Hewan Ternak & Akuakultur;Manajemen Event & Banquet","Riset Tambahan"
"PSM911","CV Asuransi Corp","Asuransi","Asuransi Umum","Kayu Agung","CV Asuransi Corp menyediakan solusi Asuransi dengan spesialisasi Asuransi Umum untuk pasar di Kayu Agung dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Operasional Perbankan Modern;Flight Dispatch (Dasar);Teknologi Informasi & Komunikasi (TIK);Pengembangan Komunitas Pengguna/Mitra","Data Generasi Otomatis"
"PSM912","Perum Teknologi","Teknologi & Telekomunikasi","Layanan Komunikasi Seluler","Prabumulih","Perum Teknologi menyediakan solusi Teknologi & Telekomunikasi dengan spesialisasi Layanan Komunikasi Seluler untuk pasar di Prabumulih dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Musyarakah);UKM;Food & Beverage Service/Production;Pengembangan Perangkat Lunak;Supply Chain Management;Jalan;Pemasaran & Komersial Bandara","Riset Tambahan"
"PSM913","CV Material","Material Konstruksi","Semen","Palembang; lokasi proyek","CV Material menyediakan solusi Material Konstruksi dengan spesialisasi Semen untuk pasar di Palembang dan  lokasi proyek dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Akuntansi Perbankan;Bahasa Inggris;Geosains;Gerbong);Manajemen Event & Banquet;Manajemen Aset Jalan Tol;Pengolahan Limbah Industri Pulp & Kertas","Riset Tambahan"
"PSM914","CV Nusantara Media Bangun","Media & Penyiaran","Penyiaran Radio Publik","Muara Enim","CV Nusantara Media Bangun menyediakan solusi Media & Penyiaran dengan spesialisasi Penyiaran Radio Publik untuk pasar di Muara Enim dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Hukum Bisnis & Jaminan;Pemasaran Produk Asuransi;Underwriting Asuransi Umum;Kesehatan Hewan & Biosecurity;Manajemen Risiko Perbankan Swasta;Perlindungan Hutan & Pengendalian Kebakaran;Analisis Penjualan Ritel;Manajemen Perkebunan Skala Besar","Riset Tambahan"
"PSM915","UD Perhotelan Group","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Indralaya","Sebagai pemain di industri Perhotelan & Pariwisata, UD Perhotelan Group yang berbasis di Indralaya mengkhususkan diri dalam Akomodasi & Layanan Perhotelan. Dedikasi pada kualitas adalah prioritas utama.","Pemasaran Produk Keuangan Syariah;Supply Chain Management Energi;Manajemen Logistik Maritim;Pemeliharaan Mesin Pembangkit;Housekeeping Management;Layanan Pelanggan Platform","Transkripsi Gambar & Riset"
"PSM916","CV Perbankan Inovasi","Perbankan","Layanan Keuangan & Perbankan Swasta","Ogan Komering Ilir (OKI)","Sebagai pemain di industri Perbankan, CV Perbankan Inovasi yang berbasis di Ogan Komering Ilir (OKI) mengkhususkan diri dalam Layanan Keuangan & Perbankan Swasta. Dedikasi pada kualitas adalah prioritas utama.","Teknik Mesin Industri Berat;Community Development Perkebunan;Administrasi Rumah Sakit;Teknologi Jaringan Seluler (4G LTE;Analisis Kelayakan Kredit Usaha","Riset Tambahan"
"PSM917","Firma Teknologi Karya","Teknologi & Layanan","Platform Digital Multi-Layanan","Baturaja (OKU);Palembang; Kayu Agung","Beroperasi di Baturaja (OKU) dan Palembang dan  Kayu Agung, Firma Teknologi Karya menawarkan keahlian dalam Platform Digital Multi-Layanan di sektor Teknologi & Layanan. Mereka dikenal karena inovasi dan kualitas.","Front Office Management;Logistik;Teknik Elektro (Arus Kuat);Mekanisasi Pertanian;HSE Operasi Migas;Manajemen Transportasi Darat;Machine Learning;Pengawasan Kepatuhan (Compliance);Teknik Perminyakan;Distribusi & Logistik Material Konstruksi","Riset Tambahan"
"PSM918","CV Energi Agung","Energi","Minyak & Gas Bumi (Hulu)","Lahat","Beroperasi di Lahat, CV Energi Agung menawarkan keahlian dalam Minyak & Gas Bumi (Hulu) di sektor Energi. Mereka dikenal karena inovasi dan kualitas.","Teknologi Jaringan Seluler (4G LTE;Instrumentasi & Kontrol Proses;Manajemen Jaringan & Infrastruktur TIK Pemerintah;Agronomi Tanaman Karet/Sawit/Teh;Mekanisasi Pertanian;Teknologi Informasi & Komunikasi (TIK);HSE Operasi Migas;Manajemen Fasilitas Bandara;Pemasaran Produk Penjaminan","Transkripsi Gambar & Riset"
"PSM919","UD Teknologi Baturaja","Teknologi & Layanan","Platform Digital Multi-Layanan","Baturaja (OKU)","Eos omnis deleniti cumque beatae impedit ratione doloremque. Quos consequuntur earum perferendis corporis.","Pengembangan & Pengelolaan Aplikasi Pemerintahan (e-Government);Pemasaran & Kerjasama Program Radio;UKM;Hukum Bisnis & Jaminan;Underwriting Asuransi Kredit;Operasional Alat Berat;Manajemen Proyek","Riset Tambahan"
"PSM920","Perum Pendidikan Persada (Persero)","Pendidikan","Pendidikan Tinggi & Penelitian","Palembang; lokasi proyek","Perum Pendidikan Persada (Persero) adalah perusahaan yang bergerak di bidang Pendidikan, dengan fokus pada Pendidikan Tinggi & Penelitian. Berlokasi di Palembang dan  lokasi proyek, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Estimasi Biaya Proyek (Quantity Surveyor);Teknik Pertambangan;Layanan Penerbangan (Passenger Handling;Logistik;Manajemen Operasi Penerbangan;Musyarakah);Teknik Penyiaran Radio (Audio Engineering);Teknik Sipil Sumber Daya Air (Irigasi;Teknik Prasarana Kereta Api (Rel;Analisis Laporan Keuangan Lembaga Jasa Keuangan","Riset Tambahan"
"PSM921","Yayasan Material","Material Konstruksi","Semen","Muara Enim","Yayasan Material adalah perusahaan yang bergerak di bidang Material Konstruksi, dengan fokus pada Semen. Berlokasi di Muara Enim, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Teknik Kimia;Sertifikasi Kehutanan Lestari (FSC/PEFC);Perencanaan Kehutanan & Inventarisasi Hutan;Operasi & Pemeliharaan Infrastruktur Air;Housekeeping Management;Manajemen Transportasi Darat;SAP PP/MM;Pengawasan Kepatuhan (Compliance)","Riset Tambahan"
"PSM922","Firma Logistik Sejahtera Kayu Agung","Logistik & Transportasi","Layanan Kepelabuhanan","Kayu Agung","Animi suscipit architecto hic. Esse quis autem doloremque earum suscipit temporibus optio.","Sistem Kontrol Pembangkit (PLC/DCS);Survei & Pemetaan Lahan Tol;Teknik Kimia;Kesehatan Hewan & Biosecurity;Teknik Sipil;Komunikasi Publik & Kehumasan Pemerintah","Data Generasi Otomatis"
"PSM923","CV Energi Inovasi","Energi","Minyak & Gas Bumi (Hulu)","Ogan Komering Ilir (OKI);Indralaya","Sebagai pemain di industri Energi, CV Energi Inovasi yang berbasis di Ogan Komering Ilir (OKI) dan Indralaya mengkhususkan diri dalam Minyak & Gas Bumi (Hulu). Dedikasi pada kualitas adalah prioritas utama.","PLTA);Sistem Kontrol Proses (DCS);Negosiasi;Perencanaan Kehutanan & Inventarisasi Hutan;Pengawasan Kepatuhan (Compliance);Customer Relationship Management (CRM);Java","Data Generasi Otomatis"
"PSM924","Firma Layanan","Layanan Publik","Pengelolaan Sumber Daya Air","Indralaya","Firma Layanan adalah perusahaan yang bergerak di bidang Layanan Publik, dengan fokus pada Pengelolaan Sumber Daya Air. Berlokasi di Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Manajemen Ritel Modern;Pemecahan Masalah;Teknik Sipil (Struktur;Hukum Asuransi","Data Generasi Otomatis"
"PSM925","Firma Jasa Kesehatan","Kesehatan","Layanan Kesehatan Rujukan Nasional","Muara Enim","Firma Jasa Kesehatan menyediakan solusi Kesehatan dengan spesialisasi Layanan Kesehatan Rujukan Nasional untuk pasar di Muara Enim dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pengembangan & Pengelolaan Aplikasi Pemerintahan (e-Government);Manajemen Risiko Perbankan;Manajemen Lalu Lintas Tol;Teknik Kimia (Pengolahan)","Analisis Internal"
"PSM926","CV Teknologi Mulia","Teknologi & Telekomunikasi","Layanan Telekomunikasi & Digital","Palembang","CV Teknologi Mulia menyediakan solusi Teknologi & Telekomunikasi dengan spesialisasi Layanan Telekomunikasi & Digital untuk pasar di Palembang dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Operasional Pabrik Semen;Farmasi Klinis & Manajemen Obat;Budidaya Ikan Air Tawar/Payau;Geologi & Geofisika Eksplorasi;Manajemen Produksi Pakan Ternak;Teknik Perminyakan;Wealth Management;Logistik Industri;Sistem Informasi Pelabuhan","Riset Tambahan"
"PSM927","Perum Teknologi Raya","Teknologi & Telekomunikasi","Layanan Telekomunikasi & Digital","Ogan Komering Ilir (OKI)","Perum Teknologi Raya menyediakan solusi Teknologi & Telekomunikasi dengan spesialisasi Layanan Telekomunikasi & Digital untuk pasar di Ogan Komering Ilir (OKI) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Layanan Nasabah Prima;SQL;Pemasaran Produk Keuangan Syariah;Sistem Transaksi Tol Elektronik;Manajemen Lingkungan Tambang;Quality Control Pakan & Produk Ternak;Distribusi & Logistik Material Konstruksi","Transkripsi Gambar & Riset"
"PSM928","PT Konstruksi","Konstruksi","Infrastruktur Jalan Tol","Ogan Komering Ilir (OKI)","PT Konstruksi menyediakan solusi Konstruksi dengan spesialisasi Infrastruktur Jalan Tol untuk pasar di Ogan Komering Ilir (OKI) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Teknik Kimia;Manajemen Pelayanan Medis & Keperawatan;Microsoft Office Suite;Manajemen Keuangan BUMD Energi","Analisis Internal"
"PSM929","Firma Agribisnis","Agribisnis","Perkebunan Komoditas Ekspor","Ogan Komering Ilir (OKI)","Hic maiores non aut. Facere amet pariatur recusandae consequatur.","Layanan Pengguna Jalan Tol;Basic Aircraft Maintenance Awareness;Geosains;Kepemimpinan;Komersial);Perbankan Digital","Transkripsi Gambar & Riset"
"PSM930","PT Konstruksi","Konstruksi & Infrastruktur","Operator Jalan Tol","Palembang; Kayu Agung","PT Konstruksi adalah perusahaan yang bergerak di bidang Konstruksi & Infrastruktur, dengan fokus pada Operator Jalan Tol. Berlokasi di Palembang dan  Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Mudharabah;Keamanan Informasi Pemerintah (Dasar);Manajemen Energi & Utilitas Pabrik Besar;Teknik Perminyakan (Produksi/Reservoir);Korporat);Komunikasi;Perencanaan Tambang Jangka Panjang/Pendek","Riset Tambahan"
"PSM931","Perum Media Palembang","Media & Penyiaran","Penyiaran Radio Publik","Palembang","Sebagai pemain di industri Media & Penyiaran, Perum Media Palembang yang berbasis di Palembang mengkhususkan diri dalam Penyiaran Radio Publik. Dedikasi pada kualitas adalah prioritas utama.","Manajemen Dana Pihak Ketiga Syariah;Pengembangan Perangkat Lunak;AutoCAD & Software Desain Teknik;Tembaga);Layanan Penumpang Kereta;Pemasaran & Kerjasama Program Radio;Manajemen Hutan Tanaman Industri (Acacia","Data Generasi Otomatis"
"PSM932","Firma Utilitas Solusindo Palembang","Utilitas","Ketenagalistrikan (Pembangkitan)","Palembang","Sebagai pemain di industri Utilitas, Firma Utilitas Solusindo Palembang yang berbasis di Palembang mengkhususkan diri dalam Ketenagalistrikan (Pembangkitan). Dedikasi pada kualitas adalah prioritas utama.","Manajemen Operasional Jalan Tol;Analisis Ekonomi Migas;Manajemen Ritel Modern;HSE Operasi Migas;Operasional Pabrik Semen;HSE Perkebunan;Pemasaran & Sponsorship Olahraga;Manajemen Siaran Radio;Pemeliharaan Infrastruktur Jalan Tol;Manajemen Proyek Konstruksi","Transkripsi Gambar & Riset"
"PSM933","CV Media Mulia","Media & Penyiaran","Penyiaran Radio Publik","Indralaya","Sebagai pemain di industri Media & Penyiaran, CV Media Mulia yang berbasis di Indralaya mengkhususkan diri dalam Penyiaran Radio Publik. Dedikasi pada kualitas adalah prioritas utama.","Metode Pelaksanaan Konstruksi;GIS untuk Sumber Daya Air;Manajemen Ritel Modern;Layanan Penumpang Kereta;Analisis Kelayakan Kredit Usaha","Transkripsi Gambar & Riset"
"PSM934","Perum Asuransi Syariah","Asuransi","Asuransi Kredit & Penjaminan","Palembang; Kayu Agung","Corrupti deserunt officia.","Geosains;Customer Relationship Management (CRM);Manajemen Event Pertandingan;Manajemen Lalu Lintas Tol;Underwriting Asuransi Umum;Pemasaran Produk Perbankan;Manajemen Operasional Platform Digital;Machine Learning;Agronomi Tanaman Karet/Sawit/Teh;Community Development Perkebunan","Data Generasi Otomatis"
"PSM935","Yayasan Kesehatan","Kesehatan","Layanan Kesehatan Rujukan Nasional","Indralaya;Lubuklinggau","Beroperasi di Indralaya dan Lubuklinggau, Yayasan Kesehatan menawarkan keahlian dalam Layanan Kesehatan Rujukan Nasional di sektor Kesehatan. Mereka dikenal karena inovasi dan kualitas.","Distribusi & Logistik Material Konstruksi;Manajemen Siaran Radio;Manajemen Aset Jalan Tol;Manajemen Energi & Utilitas Pabrik Besar;Pemasaran Produk Digital;Administrasi Akademik & Kemahasiswaan","Transkripsi Gambar & Riset"
"PSM936","Firma Telkomsel Konstruksi Cipta","Konstruksi","Infrastruktur Jalan Tol","Indralaya","Eveniet tempora praesentium mollitia ad. Ab iste ipsam praesentium error.","Sumber Daya Manusia;Optimalisasi Jaringan Radio (RF Optimization);Manajemen Logistik Maritim;Manajemen Aset Jalan Tol;Housekeeping Management;Analisis Risiko Asuransi;Operasional Pabrik Semen;Perpustakaan Digital & Literasi Informasi","Riset Tambahan"
"PSM937","Yayasan Teknologi","Teknologi & Layanan","Platform Digital Multi-Layanan","Palembang; Indralaya","Doloribus voluptatibus beatae mollitia occaecati. Ut incidunt consectetur enim eos tempore.","Java;Cloud Computing (AWS/Azure/GCP);Metode Pelaksanaan Konstruksi;Perencanaan Tambang Jangka Panjang/Pendek;Pemasaran & Kerjasama Program Radio;Manajemen Operasional Pembangkit Listrik Lokal (Diesel/Gas);AI;Desain Grafis;Manajemen Pelayanan Medis & Keperawatan;Operasional Perbankan Modern","Transkripsi Gambar & Riset"
"PSM938","CV Agribisnis Energitama Palembang","Agribisnis & Kehutanan","Hutan Tanaman Industri (HTI)","Palembang; Indralaya","CV Agribisnis Energitama Palembang adalah perusahaan yang bergerak di bidang Agribisnis & Kehutanan, dengan fokus pada Hutan Tanaman Industri (HTI). Berlokasi di Palembang dan  Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Operasional Alat Berat;Bahasa Inggris;Air Traffic Services (Dasar);Analisis Data Pelanggan Seluler (Customer Analytics);Pemasaran & Kerjasama Program Radio","Data Generasi Otomatis"
"PSM939","Perum Konstruksi","Konstruksi","Infrastruktur & Bangunan","Ogan Komering Ilir (OKI)","Beroperasi di Ogan Komering Ilir (OKI), Perum Konstruksi menawarkan keahlian dalam Infrastruktur & Bangunan di sektor Konstruksi. Mereka dikenal karena inovasi dan kualitas.","Cloud Computing (Dasar);Layanan Pelanggan Korporat & Ritel;Layanan Nasabah Prima;Logistik Barang via Kereta;HSE Pelabuhan;Manajemen Klaim Asuransi;Geosains;Teknik Kimia","Analisis Internal"
"PSM940","Perum Teknologi Gemilang","Teknologi & Telekomunikasi","Layanan Telekomunikasi & Digital","Indralaya","Perum Teknologi Gemilang adalah perusahaan yang bergerak di bidang Teknologi & Telekomunikasi, dengan fokus pada Layanan Telekomunikasi & Digital. Berlokasi di Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Survei & Pemetaan Lahan Tol;Manajemen Kontrak Konstruksi;Manajemen Keuangan BUMD Energi;Penulisan Konten;Sistem Persinyalan Kereta Api","Riset Tambahan"
"PSM941","PT Regulator Palembang","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Palembang; Indralaya;Baturaja (OKU)","Sebagai pemain di industri Regulator Keuangan, PT Regulator Palembang yang berbasis di Palembang dan  Indralaya dan Baturaja (OKU) mengkhususkan diri dalam Pengawasan Sektor Jasa Keuangan. Dedikasi pada kualitas adalah prioritas utama.","Teknik Kimia;Manajemen Proyek;Pemeliharaan Infrastruktur Jalan Tol;Radiologi);Farmasi Klinis & Manajemen Obat;Pemeliharaan Mesin Pembangkit;Flight Dispatch (Dasar);Administrasi Rumah Sakit;K3 (Keselamatan dan Kesehatan Kerja);Bahasa Inggris","Transkripsi Gambar & Riset"
